BaseItemTypesKey,ItemCurrentLevel,Experience
"<5557, 0>",1,0
"<5557, 0>",2,841
"<5557, 0>",3,3940
"<5557, 0>",4,11373
"<5557, 0>",5,34268
"<5557, 0>",6,83993
"<5557, 0>",7,179707
"<5557, 0>",8,349302
"<5557, 0>",9,633061
"<5557, 0>",10,1087057
"<5585, 0>",1,0
"<5585, 0>",2,70
"<5585, 0>",3,378
"<5585, 0>",4,1932
"<5585, 0>",5,8599
"<5585, 0>",6,34646
"<5585, 0>",7,84371
"<5585, 0>",8,180085
"<5585, 0>",9,349680
"<5585, 0>",10,633439
"<5605, 0>",1,0
"<5605, 0>",2,841
"<5605, 0>",3,3940
"<5605, 0>",4,11373
"<5605, 0>",5,34268
"<5605, 0>",6,83993
"<5605, 0>",7,179707
"<5605, 0>",8,349302
"<5605, 0>",9,633061
"<5605, 0>",10,1087057
"<5602, 0>",1,0
"<5602, 0>",2,70
"<5602, 0>",3,378
"<5602, 0>",4,1932
"<5602, 0>",5,8599
"<5602, 0>",6,34646
"<5602, 0>",7,84371
"<5602, 0>",8,180085
"<5602, 0>",9,349680
"<5602, 0>",10,633439
"<5621, 0>",1,0
"<5621, 0>",2,841
"<5621, 0>",3,3940
"<5621, 0>",4,11373
"<5621, 0>",5,34268
"<5621, 0>",6,83993
"<5621, 0>",7,179707
"<5621, 0>",8,349302
"<5621, 0>",9,633061
"<5621, 0>",10,1087057
"<5587, 0>",1,0
"<5587, 0>",2,70
"<5587, 0>",3,378
"<5587, 0>",4,1932
"<5587, 0>",5,8599
"<5587, 0>",6,34646
"<5587, 0>",7,84371
"<5587, 0>",8,180085
"<5587, 0>",9,349680
"<5587, 0>",10,633439
"<5554, 0>",1,0
"<5554, 0>",2,841
"<5554, 0>",3,3940
"<5554, 0>",4,11373
"<5554, 0>",5,34268
"<5554, 0>",6,83993
"<5554, 0>",7,179707
"<5554, 0>",8,349302
"<5554, 0>",9,633061
"<5554, 0>",10,1087057
"<5562, 0>",1,0
"<5562, 0>",2,70
"<5562, 0>",3,378
"<5562, 0>",4,1932
"<5562, 0>",5,8599
"<5562, 0>",6,34646
"<5562, 0>",7,84371
"<5562, 0>",8,180085
"<5562, 0>",9,349680
"<5562, 0>",10,633439
"<5617, 0>",1,0
"<5617, 0>",2,841
"<5617, 0>",3,3940
"<5617, 0>",4,11373
"<5617, 0>",5,34268
"<5617, 0>",6,83993
"<5617, 0>",7,179707
"<5617, 0>",8,349302
"<5617, 0>",9,633061
"<5617, 0>",10,1087057
"<5612, 0>",1,0
"<5612, 0>",2,841
"<5612, 0>",3,3940
"<5612, 0>",4,11373
"<5612, 0>",5,34268
"<5612, 0>",6,83993
"<5612, 0>",7,179707
"<5612, 0>",8,349302
"<5612, 0>",9,633061
"<5612, 0>",10,1087057
"<5613, 0>",1,0
"<5613, 0>",2,841
"<5613, 0>",3,3940
"<5613, 0>",4,11373
"<5613, 0>",5,34268
"<5613, 0>",6,83993
"<5613, 0>",7,179707
"<5613, 0>",8,349302
"<5613, 0>",9,633061
"<5613, 0>",10,1087057
"<5606, 0>",1,0
"<5606, 0>",2,70
"<5606, 0>",3,378
"<5606, 0>",4,1932
"<5606, 0>",5,8599
"<5606, 0>",6,34646
"<5606, 0>",7,84371
"<5606, 0>",8,180085
"<5606, 0>",9,349680
"<5606, 0>",10,633439
"<5568, 0>",1,0
"<5568, 0>",2,841
"<5568, 0>",3,3940
"<5568, 0>",4,11373
"<5568, 0>",5,34268
"<5568, 0>",6,83993
"<5568, 0>",7,179707
"<5568, 0>",8,349302
"<5568, 0>",9,633061
"<5568, 0>",10,1087057
"<5592, 0>",1,0
"<5592, 0>",2,841
"<5592, 0>",3,3940
"<5592, 0>",4,11373
"<5592, 0>",5,34268
"<5592, 0>",6,83993
"<5592, 0>",7,179707
"<5592, 0>",8,349302
"<5592, 0>",9,633061
"<5592, 0>",10,1087057
"<5569, 0>",1,0
"<5569, 0>",2,841
"<5569, 0>",3,3940
"<5569, 0>",4,11373
"<5569, 0>",5,34268
"<5569, 0>",6,83993
"<5569, 0>",7,179707
"<5569, 0>",8,349302
"<5569, 0>",9,633061
"<5569, 0>",10,1087057
"<5620, 0>",1,0
"<5620, 0>",2,841
"<5620, 0>",3,3940
"<5620, 0>",4,11373
"<5620, 0>",5,34268
"<5620, 0>",6,83993
"<5620, 0>",7,179707
"<5620, 0>",8,349302
"<5620, 0>",9,633061
"<5620, 0>",10,1087057
"<5586, 0>",1,0
"<5586, 0>",2,841
"<5586, 0>",3,3940
"<5586, 0>",4,11373
"<5586, 0>",5,34268
"<5586, 0>",6,83993
"<5586, 0>",7,179707
"<5586, 0>",8,349302
"<5586, 0>",9,633061
"<5586, 0>",10,1087057
"<5570, 0>",1,0
"<5570, 0>",2,841
"<5570, 0>",3,3940
"<5570, 0>",4,11373
"<5570, 0>",5,34268
"<5570, 0>",6,83993
"<5570, 0>",7,179707
"<5570, 0>",8,349302
"<5570, 0>",9,633061
"<5570, 0>",10,1087057
"<5558, 0>",1,0
"<5558, 0>",2,841
"<5558, 0>",3,3940
"<5558, 0>",4,11373
"<5558, 0>",5,34268
"<5558, 0>",6,83993
"<5558, 0>",7,179707
"<5558, 0>",8,349302
"<5558, 0>",9,633061
"<5558, 0>",10,1087057
"<5599, 0>",1,0
"<5599, 0>",2,841
"<5599, 0>",3,3940
"<5599, 0>",4,11373
"<5599, 0>",5,34268
"<5599, 0>",6,83993
"<5599, 0>",7,179707
"<5599, 0>",8,349302
"<5599, 0>",9,633061
"<5599, 0>",10,1087057
"<5563, 0>",1,0
"<5563, 0>",2,70
"<5563, 0>",3,378
"<5563, 0>",4,1932
"<5563, 0>",5,8599
"<5563, 0>",6,34646
"<5563, 0>",7,84371
"<5563, 0>",8,180085
"<5563, 0>",9,349680
"<5563, 0>",10,633439
"<5588, 0>",1,0
"<5588, 0>",2,70
"<5588, 0>",3,378
"<5588, 0>",4,1932
"<5588, 0>",5,8599
"<5588, 0>",6,34646
"<5588, 0>",7,84371
"<5588, 0>",8,180085
"<5588, 0>",9,349680
"<5588, 0>",10,633439
"<5564, 0>",1,0
"<5564, 0>",2,70
"<5564, 0>",3,378
"<5564, 0>",4,1932
"<5564, 0>",5,8599
"<5564, 0>",6,34646
"<5564, 0>",7,84371
"<5564, 0>",8,180085
"<5564, 0>",9,349680
"<5564, 0>",10,633439
"<5565, 0>",1,0
"<5565, 0>",2,70
"<5565, 0>",3,378
"<5565, 0>",4,1932
"<5565, 0>",5,8599
"<5565, 0>",6,34646
"<5565, 0>",7,84371
"<5565, 0>",8,180085
"<5565, 0>",9,349680
"<5565, 0>",10,633439
"<5571, 0>",1,0
"<5571, 0>",2,70
"<5571, 0>",3,378
"<5571, 0>",4,1932
"<5571, 0>",5,8599
"<5571, 0>",6,34646
"<5571, 0>",7,84371
"<5571, 0>",8,180085
"<5571, 0>",9,349680
"<5571, 0>",10,633439
"<5566, 0>",1,0
"<5566, 0>",2,70
"<5566, 0>",3,378
"<5566, 0>",4,1932
"<5566, 0>",5,8599
"<5566, 0>",6,34646
"<5566, 0>",7,84371
"<5566, 0>",8,180085
"<5566, 0>",9,349680
"<5566, 0>",10,633439
"<5607, 0>",1,0
"<5607, 0>",2,70
"<5607, 0>",3,378
"<5607, 0>",4,1932
"<5607, 0>",5,8599
"<5607, 0>",6,34646
"<5607, 0>",7,84371
"<5607, 0>",8,180085
"<5607, 0>",9,349680
"<5607, 0>",10,633439
"<5580, 0>",1,0
"<5580, 0>",2,841
"<5580, 0>",3,3940
"<5580, 0>",4,11373
"<5580, 0>",5,34268
"<5580, 0>",6,83993
"<5580, 0>",7,179707
"<5580, 0>",8,349302
"<5580, 0>",9,633061
"<5580, 0>",10,1087057
"<5618, 0>",1,0
"<5618, 0>",2,841
"<5618, 0>",3,3940
"<5618, 0>",4,11373
"<5618, 0>",5,34268
"<5618, 0>",6,83993
"<5618, 0>",7,179707
"<5618, 0>",8,349302
"<5618, 0>",9,633061
"<5618, 0>",10,1087057
"<5615, 0>",1,0
"<5615, 0>",2,841
"<5615, 0>",3,3940
"<5615, 0>",4,11373
"<5615, 0>",5,34268
"<5615, 0>",6,83993
"<5615, 0>",7,179707
"<5615, 0>",8,349302
"<5615, 0>",9,633061
"<5615, 0>",10,1087057
"<5567, 0>",1,0
"<5567, 0>",2,841
"<5567, 0>",3,3940
"<5567, 0>",4,11373
"<5567, 0>",5,34268
"<5567, 0>",6,83993
"<5567, 0>",7,179707
"<5567, 0>",8,349302
"<5567, 0>",9,633061
"<5567, 0>",10,1087057
"<5629, 0>",1,0
"<5629, 0>",2,841
"<5629, 0>",3,3940
"<5629, 0>",4,11373
"<5629, 0>",5,34268
"<5629, 0>",6,83993
"<5629, 0>",7,179707
"<5629, 0>",8,349302
"<5629, 0>",9,633061
"<5629, 0>",10,1087057
"<5630, 0>",1,0
"<5630, 0>",2,841
"<5630, 0>",3,3940
"<5630, 0>",4,11373
"<5630, 0>",5,34268
"<5630, 0>",6,83993
"<5630, 0>",7,179707
"<5630, 0>",8,349302
"<5630, 0>",9,633061
"<5630, 0>",10,1087057
"<5641, 0>",1,0
"<5641, 0>",2,841
"<5641, 0>",3,3940
"<5641, 0>",4,11373
"<5641, 0>",5,34268
"<5641, 0>",6,83993
"<5641, 0>",7,179707
"<5641, 0>",8,349302
"<5641, 0>",9,633061
"<5641, 0>",10,1087057
"<5645, 0>",1,0
"<5645, 0>",2,841
"<5645, 0>",3,3940
"<5645, 0>",4,11373
"<5645, 0>",5,34268
"<5645, 0>",6,83993
"<5645, 0>",7,179707
"<5645, 0>",8,349302
"<5645, 0>",9,633061
"<5645, 0>",10,1087057
"<5632, 0>",1,0
"<5632, 0>",2,841
"<5632, 0>",3,3940
"<5632, 0>",4,11373
"<5632, 0>",5,34268
"<5632, 0>",6,83993
"<5632, 0>",7,179707
"<5632, 0>",8,349302
"<5632, 0>",9,633061
"<5632, 0>",10,1087057
"<5633, 0>",1,0
"<5633, 0>",2,841
"<5633, 0>",3,3940
"<5633, 0>",4,11373
"<5633, 0>",5,34268
"<5633, 0>",6,83993
"<5633, 0>",7,179707
"<5633, 0>",8,349302
"<5633, 0>",9,633061
"<5633, 0>",10,1087057
"<5627, 0>",1,0
"<5627, 0>",2,841
"<5627, 0>",3,3940
"<5627, 0>",4,11373
"<5627, 0>",5,34268
"<5627, 0>",6,83993
"<5627, 0>",7,179707
"<5627, 0>",8,349302
"<5627, 0>",9,633061
"<5627, 0>",10,1087057
"<5646, 0>",1,0
"<5646, 0>",2,841
"<5646, 0>",3,3940
"<5646, 0>",4,11373
"<5646, 0>",5,34268
"<5646, 0>",6,83993
"<5646, 0>",7,179707
"<5646, 0>",8,349302
"<5646, 0>",9,633061
"<5646, 0>",10,1087057
"<5640, 0>",1,0
"<5640, 0>",2,841
"<5640, 0>",3,3940
"<5640, 0>",4,11373
"<5640, 0>",5,34268
"<5640, 0>",6,83993
"<5640, 0>",7,179707
"<5640, 0>",8,349302
"<5640, 0>",9,633061
"<5640, 0>",10,1087057
"<5643, 0>",1,0
"<5643, 0>",2,841
"<5643, 0>",3,3940
"<5643, 0>",4,11373
"<5643, 0>",5,34268
"<5643, 0>",6,83993
"<5643, 0>",7,179707
"<5643, 0>",8,349302
"<5643, 0>",9,633061
"<5643, 0>",10,1087057
"<5638, 0>",1,0
"<5638, 0>",2,841
"<5638, 0>",3,3940
"<5638, 0>",4,11373
"<5638, 0>",5,34268
"<5638, 0>",6,83993
"<5638, 0>",7,179707
"<5638, 0>",8,349302
"<5638, 0>",9,633061
"<5638, 0>",10,1087057
"<5642, 0>",1,0
"<5642, 0>",2,841
"<5642, 0>",3,3940
"<5642, 0>",4,11373
"<5642, 0>",5,34268
"<5642, 0>",6,83993
"<5642, 0>",7,179707
"<5642, 0>",8,349302
"<5642, 0>",9,633061
"<5642, 0>",10,1087057
"<5625, 0>",1,0
"<5625, 0>",2,841
"<5625, 0>",3,3940
"<5625, 0>",4,11373
"<5625, 0>",5,34268
"<5625, 0>",6,83993
"<5625, 0>",7,179707
"<5625, 0>",8,349302
"<5625, 0>",9,633061
"<5625, 0>",10,1087057
"<5628, 0>",1,0
"<5628, 0>",2,841
"<5628, 0>",3,3940
"<5628, 0>",4,11373
"<5628, 0>",5,34268
"<5628, 0>",6,83993
"<5628, 0>",7,179707
"<5628, 0>",8,349302
"<5628, 0>",9,633061
"<5628, 0>",10,1087057
"<5639, 0>",1,0
"<5639, 0>",2,841
"<5639, 0>",3,3940
"<5639, 0>",4,11373
"<5639, 0>",5,34268
"<5639, 0>",6,83993
"<5639, 0>",7,179707
"<5639, 0>",8,349302
"<5639, 0>",9,633061
"<5639, 0>",10,1087057
"<5631, 0>",1,0
"<5631, 0>",2,841
"<5631, 0>",3,3940
"<5631, 0>",4,11373
"<5631, 0>",5,34268
"<5631, 0>",6,83993
"<5631, 0>",7,179707
"<5631, 0>",8,349302
"<5631, 0>",9,633061
"<5631, 0>",10,1087057
"<5634, 0>",1,0
"<5634, 0>",2,841
"<5634, 0>",3,3940
"<5634, 0>",4,11373
"<5634, 0>",5,34268
"<5634, 0>",6,83993
"<5634, 0>",7,179707
"<5634, 0>",8,349302
"<5634, 0>",9,633061
"<5634, 0>",10,1087057
"<5644, 0>",1,0
"<5644, 0>",2,841
"<5644, 0>",3,3940
"<5644, 0>",4,11373
"<5644, 0>",5,34268
"<5644, 0>",6,83993
"<5644, 0>",7,179707
"<5644, 0>",8,349302
"<5644, 0>",9,633061
"<5644, 0>",10,1087057
"<5626, 0>",1,0
"<5626, 0>",2,841
"<5626, 0>",3,3940
"<5626, 0>",4,11373
"<5626, 0>",5,34268
"<5626, 0>",6,83993
"<5626, 0>",7,179707
"<5626, 0>",8,349302
"<5626, 0>",9,633061
"<5626, 0>",10,1087057
"<5635, 0>",1,0
"<5635, 0>",2,841
"<5635, 0>",3,3940
"<5635, 0>",4,11373
"<5635, 0>",5,34268
"<5635, 0>",6,83993
"<5635, 0>",7,179707
"<5635, 0>",8,349302
"<5635, 0>",9,633061
"<5635, 0>",10,1087057
"<5637, 0>",1,0
"<5637, 0>",2,841
"<5637, 0>",3,3940
"<5637, 0>",4,11373
"<5637, 0>",5,34268
"<5637, 0>",6,83993
"<5637, 0>",7,179707
"<5637, 0>",8,349302
"<5637, 0>",9,633061
"<5637, 0>",10,1087057
"<5636, 0>",1,0
"<5636, 0>",2,841
"<5636, 0>",3,3940
"<5636, 0>",4,11373
"<5636, 0>",5,34268
"<5636, 0>",6,83993
"<5636, 0>",7,179707
"<5636, 0>",8,349302
"<5636, 0>",9,633061
"<5636, 0>",10,1087057
"<5520, 0>",1,0
"<5520, 0>",2,15249
"<5520, 0>",3,56766
"<5520, 0>",4,138749
"<5520, 0>",5,286717
"<5520, 0>",6,537274
"<5520, 0>",7,942360
"<5520, 0>",8,1390078
"<5520, 0>",9,2005396
"<5520, 0>",10,2840035
"<5520, 0>",11,4410795
"<5520, 0>",12,6044782
"<5520, 0>",13,8195812
"<5520, 0>",14,11008001
"<5520, 0>",15,16107361
"<5520, 0>",16,25508092
"<5520, 0>",17,40781458
"<5520, 0>",18,67068040
"<5520, 0>",19,129958630
"<5520, 0>",20,342004647
"<5518, 0>",1,0
"<5518, 0>",2,15249
"<5518, 0>",3,56766
"<5518, 0>",4,138749
"<5518, 0>",5,286717
"<5518, 0>",6,537274
"<5518, 0>",7,942360
"<5518, 0>",8,1390078
"<5518, 0>",9,2005396
"<5518, 0>",10,2840035
"<5518, 0>",11,4410795
"<5518, 0>",12,6044782
"<5518, 0>",13,8195812
"<5518, 0>",14,11008001
"<5518, 0>",15,16107361
"<5518, 0>",16,25508092
"<5518, 0>",17,40781458
"<5518, 0>",18,67068040
"<5518, 0>",19,129958630
"<5518, 0>",20,342004647
"<5647, 0>",1,0
"<5647, 0>",2,841
"<5647, 0>",3,3940
"<5647, 0>",4,11373
"<5647, 0>",5,34268
"<5647, 0>",6,83993
"<5647, 0>",7,179707
"<5647, 0>",8,349302
"<5647, 0>",9,633061
"<5647, 0>",10,1087057
"<5521, 0>",1,0
"<5521, 0>",2,118383
"<5521, 0>",3,294199
"<5521, 0>",4,548260
"<5521, 0>",5,907350
"<5521, 0>",6,1405858
"<5521, 0>",7,2087915
"<5521, 0>",8,3009692
"<5521, 0>",9,4737571
"<5521, 0>",10,5876448
"<5521, 0>",11,7244681
"<5521, 0>",12,8883019
"<5521, 0>",13,10839667
"<5521, 0>",14,14494851
"<5521, 0>",15,17512178
"<5521, 0>",16,25306092
"<5521, 0>",17,40512123
"<5521, 0>",18,66697705
"<5521, 0>",19,129453628
"<5521, 0>",20,341331311
"<5522, 0>",1,0
"<5522, 0>",2,3231
"<5522, 0>",3,12800
"<5522, 0>",4,40989
"<5522, 0>",5,100135
"<5522, 0>",6,211327
"<5522, 0>",7,405127
"<5522, 0>",8,725407
"<5522, 0>",9,1233246
"<5522, 0>",10,1787625
"<5522, 0>",11,2542674
"<5522, 0>",12,3559207
"<5522, 0>",13,5457809
"<5522, 0>",14,7421828
"<5522, 0>",15,9995559
"<5522, 0>",16,17606398
"<5522, 0>",17,31043282
"<5522, 0>",18,56093893
"<5522, 0>",19,99961281
"<5522, 0>",20,342039899
"<5648, 0>",1,0
"<5648, 0>",2,841
"<5648, 0>",3,3940
"<5648, 0>",4,11373
"<5648, 0>",5,34268
"<5648, 0>",6,83993
"<5648, 0>",7,179707
"<5648, 0>",8,349302
"<5648, 0>",9,633061
"<5648, 0>",10,1087057
"<5649, 0>",1,0
"<5649, 0>",2,841
"<5649, 0>",3,3940
"<5649, 0>",4,11373
"<5649, 0>",5,34268
"<5649, 0>",6,83993
"<5649, 0>",7,179707
"<5649, 0>",8,349302
"<5649, 0>",9,633061
"<5649, 0>",10,1087057
"<5650, 0>",1,0
"<5650, 0>",2,841
"<5650, 0>",3,3940
"<5650, 0>",4,11373
"<5650, 0>",5,34268
"<5650, 0>",6,83993
"<5650, 0>",7,179707
"<5650, 0>",8,349302
"<5650, 0>",9,633061
"<5650, 0>",10,1087057
"<5651, 0>",1,0
"<5651, 0>",2,841
"<5651, 0>",3,3940
"<5651, 0>",4,11373
"<5651, 0>",5,34268
"<5651, 0>",6,83993
"<5651, 0>",7,179707
"<5651, 0>",8,349302
"<5651, 0>",9,633061
"<5651, 0>",10,1087057
"<5652, 0>",1,0
"<5652, 0>",2,841
"<5652, 0>",3,3940
"<5652, 0>",4,11373
"<5652, 0>",5,34268
"<5652, 0>",6,83993
"<5652, 0>",7,179707
"<5652, 0>",8,349302
"<5652, 0>",9,633061
"<5652, 0>",10,1087057
"<5653, 0>",1,0
"<5653, 0>",2,841
"<5653, 0>",3,3940
"<5653, 0>",4,11373
"<5653, 0>",5,34268
"<5653, 0>",6,83993
"<5653, 0>",7,179707
"<5653, 0>",8,349302
"<5653, 0>",9,633061
"<5653, 0>",10,1087057
"<5654, 0>",1,0
"<5654, 0>",2,841
"<5654, 0>",3,3940
"<5654, 0>",4,11373
"<5654, 0>",5,34268
"<5654, 0>",6,83993
"<5654, 0>",7,179707
"<5654, 0>",8,349302
"<5654, 0>",9,633061
"<5654, 0>",10,1087057
"<5655, 0>",1,0
"<5655, 0>",2,841
"<5655, 0>",3,3940
"<5655, 0>",4,11373
"<5655, 0>",5,34268
"<5655, 0>",6,83993
"<5655, 0>",7,179707
"<5655, 0>",8,349302
"<5655, 0>",9,633061
"<5655, 0>",10,1087057
"<5525, 0>",1,0
"<5525, 0>",2,49725
"<5525, 0>",3,145439
"<5525, 0>",4,315034
"<5525, 0>",5,514379
"<5525, 0>",6,800194
"<5525, 0>",7,1201538
"<5525, 0>",8,1755917
"<5525, 0>",9,2510966
"<5525, 0>",10,3527499
"<5525, 0>",11,5426101
"<5525, 0>",12,7390120
"<5525, 0>",13,9963851
"<5525, 0>",14,14640290
"<5525, 0>",15,17657617
"<5525, 0>",16,25480618
"<5525, 0>",17,40744826
"<5525, 0>",18,67017671
"<5525, 0>",19,129889945
"<5525, 0>",20,341913067
"<5523, 0>",1,0
"<5523, 0>",2,15249
"<5523, 0>",3,56766
"<5523, 0>",4,138749
"<5523, 0>",5,286717
"<5523, 0>",6,537274
"<5523, 0>",7,942360
"<5523, 0>",8,1390078
"<5523, 0>",9,2005396
"<5523, 0>",10,2840035
"<5523, 0>",11,4410795
"<5523, 0>",12,6044782
"<5523, 0>",13,8195812
"<5523, 0>",14,11008001
"<5523, 0>",15,16107361
"<5523, 0>",16,25508092
"<5523, 0>",17,40781458
"<5523, 0>",18,67068040
"<5523, 0>",19,129958630
"<5523, 0>",20,342004647
"<5528, 0>",1,0
"<5528, 0>",2,199345
"<5528, 0>",3,485160
"<5528, 0>",4,886504
"<5528, 0>",5,1440883
"<5528, 0>",6,1918320
"<5528, 0>",7,2502106
"<5528, 0>",8,3212465
"<5528, 0>",9,4567976
"<5528, 0>",10,5706853
"<5528, 0>",11,7075086
"<5528, 0>",12,8713424
"<5528, 0>",13,10670072
"<5528, 0>",14,14325256
"<5528, 0>",15,17342583
"<5528, 0>",16,25102578
"<5528, 0>",17,40240771
"<5528, 0>",18,66324596
"<5528, 0>",19,128944843
"<5528, 0>",20,340652931
"<5526, 0>",1,0
"<5526, 0>",2,15249
"<5526, 0>",3,56766
"<5526, 0>",4,138749
"<5526, 0>",5,286717
"<5526, 0>",6,537274
"<5526, 0>",7,942360
"<5526, 0>",8,1390078
"<5526, 0>",9,2005396
"<5526, 0>",10,2840035
"<5526, 0>",11,4410795
"<5526, 0>",12,6044782
"<5526, 0>",13,8195812
"<5526, 0>",14,11008001
"<5526, 0>",15,16107361
"<5526, 0>",16,25508092
"<5526, 0>",17,40781458
"<5526, 0>",18,67068040
"<5526, 0>",19,129958630
"<5526, 0>",20,342004647
"<5622, 0>",1,0
"<5622, 0>",2,841
"<5622, 0>",3,3940
"<5622, 0>",4,11373
"<5622, 0>",5,34268
"<5622, 0>",6,83993
"<5622, 0>",7,179707
"<5622, 0>",8,349302
"<5622, 0>",9,633061
"<5622, 0>",10,1087057
"<5623, 0>",1,0
"<5623, 0>",2,841
"<5623, 0>",3,3940
"<5623, 0>",4,11373
"<5623, 0>",5,34268
"<5623, 0>",6,83993
"<5623, 0>",7,179707
"<5623, 0>",8,349302
"<5623, 0>",9,633061
"<5623, 0>",10,1087057
"<5624, 0>",1,0
"<5624, 0>",2,70
"<5624, 0>",3,378
"<5624, 0>",4,1932
"<5624, 0>",5,8599
"<5624, 0>",6,34646
"<5624, 0>",7,84371
"<5624, 0>",8,180085
"<5624, 0>",9,349680
"<5624, 0>",10,633439
"<5524, 0>",1,0
"<5524, 0>",2,252595
"<5524, 0>",3,566989
"<5524, 0>",4,955723
"<5524, 0>",5,1433160
"<5524, 0>",6,2016946
"<5524, 0>",7,2727305
"<5524, 0>",8,4082816
"<5524, 0>",9,5221693
"<5524, 0>",10,6589926
"<5524, 0>",11,8228264
"<5524, 0>",12,10184912
"<5524, 0>",13,13840096
"<5524, 0>",14,16857423
"<5524, 0>",15,20433655
"<5524, 0>",16,29598386
"<5524, 0>",17,47459814
"<5524, 0>",18,93492200
"<5524, 0>",19,180740239
"<5524, 0>",20,338712291
"<5529, 0>",1,0
"<5529, 0>",2,70
"<5529, 0>",3,378
"<5529, 0>",4,1932
"<5529, 0>",5,8599
"<5529, 0>",6,34646
"<5529, 0>",7,84371
"<5529, 0>",8,180085
"<5529, 0>",9,349680
"<5529, 0>",10,633439
"<5529, 0>",11,1087435
"<5529, 0>",12,1790563
"<5529, 0>",13,2851786
"<5529, 0>",14,4917656
"<5529, 0>",15,7424766
"<5529, 0>",16,13223702
"<5529, 0>",17,28307621
"<5529, 0>",18,56100356
"<5529, 0>",19,99970095
"<5529, 0>",20,342051651
"<5530, 0>",1,0
"<5530, 0>",2,285815
"<5530, 0>",3,538410
"<5530, 0>",4,852804
"<5530, 0>",5,1241538
"<5530, 0>",6,1718975
"<5530, 0>",7,2302761
"<5530, 0>",8,3013120
"<5530, 0>",9,4368631
"<5530, 0>",10,5507508
"<5530, 0>",11,6875741
"<5530, 0>",12,8514079
"<5530, 0>",13,10470727
"<5530, 0>",14,14125911
"<5530, 0>",15,17143238
"<5530, 0>",16,24863364
"<5530, 0>",17,39921819
"<5530, 0>",18,65886037
"<5530, 0>",19,128346808
"<5530, 0>",20,339855551
"<5533, 0>",1,0
"<5533, 0>",2,199345
"<5533, 0>",3,485160
"<5533, 0>",4,886504
"<5533, 0>",5,1440883
"<5533, 0>",6,1918320
"<5533, 0>",7,2502106
"<5533, 0>",8,3212465
"<5533, 0>",9,4567976
"<5533, 0>",10,5706853
"<5533, 0>",11,7075086
"<5533, 0>",12,8713424
"<5533, 0>",13,10670072
"<5533, 0>",14,14325256
"<5533, 0>",15,17342583
"<5533, 0>",16,25102578
"<5533, 0>",17,40240771
"<5533, 0>",18,66324596
"<5533, 0>",19,128944843
"<5533, 0>",20,340652931
"<5531, 0>",1,0
"<5531, 0>",2,388734
"<5531, 0>",3,866171
"<5531, 0>",4,1449957
"<5531, 0>",5,2160316
"<5531, 0>",6,3515827
"<5531, 0>",7,4654704
"<5531, 0>",8,6022937
"<5531, 0>",9,7661275
"<5531, 0>",10,9617923
"<5531, 0>",11,13273107
"<5531, 0>",12,16290434
"<5531, 0>",13,19866666
"<5531, 0>",14,24098333
"<5531, 0>",15,26493411
"<5531, 0>",16,34914474
"<5531, 0>",17,51074457
"<5531, 0>",18,92244824
"<5531, 0>",19,179039272
"<5531, 0>",20,336444335
"<5534, 0>",1,0
"<5534, 0>",2,199345
"<5534, 0>",3,485160
"<5534, 0>",4,886504
"<5534, 0>",5,1440883
"<5534, 0>",6,1918320
"<5534, 0>",7,2502106
"<5534, 0>",8,3212465
"<5534, 0>",9,4567976
"<5534, 0>",10,5706853
"<5534, 0>",11,7075086
"<5534, 0>",12,8713424
"<5534, 0>",13,10670072
"<5534, 0>",14,14325256
"<5534, 0>",15,17342583
"<5534, 0>",16,25102578
"<5534, 0>",17,40240771
"<5534, 0>",18,66324596
"<5534, 0>",19,128944843
"<5534, 0>",20,340652931
"<5527, 0>",1,0
"<5527, 0>",2,15249
"<5527, 0>",3,56766
"<5527, 0>",4,138749
"<5527, 0>",5,286717
"<5527, 0>",6,537274
"<5527, 0>",7,942360
"<5527, 0>",8,1390078
"<5527, 0>",9,2005396
"<5527, 0>",10,2840035
"<5527, 0>",11,4410795
"<5527, 0>",12,6044782
"<5527, 0>",13,8195812
"<5527, 0>",14,11008001
"<5527, 0>",15,16107361
"<5527, 0>",16,25508092
"<5527, 0>",17,40781458
"<5527, 0>",18,67068040
"<5527, 0>",19,129958630
"<5527, 0>",20,342004647
"<5535, 0>",1,0
"<5535, 0>",2,199345
"<5535, 0>",3,485160
"<5535, 0>",4,886504
"<5535, 0>",5,1440883
"<5535, 0>",6,1918320
"<5535, 0>",7,2502106
"<5535, 0>",8,3212465
"<5535, 0>",9,4567976
"<5535, 0>",10,5706853
"<5535, 0>",11,7075086
"<5535, 0>",12,8713424
"<5535, 0>",13,10670072
"<5535, 0>",14,14325256
"<5535, 0>",15,17342583
"<5535, 0>",16,25102578
"<5535, 0>",17,40240771
"<5535, 0>",18,66324596
"<5535, 0>",19,128944843
"<5535, 0>",20,340652931
"<5536, 0>",1,0
"<5536, 0>",2,199345
"<5536, 0>",3,485160
"<5536, 0>",4,886504
"<5536, 0>",5,1440883
"<5536, 0>",6,1918320
"<5536, 0>",7,2502106
"<5536, 0>",8,3212465
"<5536, 0>",9,4567976
"<5536, 0>",10,5706853
"<5536, 0>",11,7075086
"<5536, 0>",12,8713424
"<5536, 0>",13,10670072
"<5536, 0>",14,14325256
"<5536, 0>",15,17342583
"<5536, 0>",16,25102578
"<5536, 0>",17,40240771
"<5536, 0>",18,66324596
